Date,Time,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passengers,Aboard Crew,Fatalities,Fatalities Passengers,Fatalities Crew,Ground,Summary,Location,Latitude,Longitude,geometry,Percent Survived,Country,Year,GDP,Departure,"Departure Lat,Lng",Departure Country
1929-10-31,,Bremerton-Seattle Air Taxi / Gorst Air Lines,,Bremerton - Seattle,Loening C-2C,NC9158,232,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The air taxi crashed into Puget Sound as it attempted to take off.,"Bremerton, Washington",47.565366299999994,-122.62468359999998,POINT (47.56536629999999 -122.6246836),100.0,United States,1929,0.0,Bremerton,"47.5650067,-122.6269768",United States
1929-11-06,10:10,Deutsche Lufthansa,,Croyden - Amsterdam - Berlin,Junkers G-24,D-903,911,8.0,4.0,4.0,7.0,3.0,4.0,0.0,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog.","Godstone, Surrey, England",51.2181855,-0.051436300000000004,POINT (51.2181855 -0.0514363),87.5,United Kingdom,1929,0.0,Croyden,"51.376165,-0.098234",United Kingdom
1929-11-16,09:35,Air Union,,Marseille - Ajaccio - Tunis,Liore et Olivier 190,F-AIGB,1,3.0,0.0,3.0,3.0,0.0,3.0,0.0,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found.","Corsica, France",42.18808965,9.06841377142769,POINT (42.18808965 9.068413771427689),100.0,France,1929,0.0,Marseille,"43.296482,5.36978",France
1929-11-20,,S.A.M. Società Aerea Mediterranea,,"Cagliari, Terranova - Rome",Savoia Marchetti S55,I-TACO,10519,12.0,9.0,3.0,1.0,1.0,0.0,0.0,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.,"Terranova Pausania, East Sardinia",40.92309255,9.50503889747309,POINT (40.92309255 9.50503889747309),8.333333333333332,Italy,1929,0.0,"Cagliari, Terranova","39.2894251,9.0680804",Sestu
1929-12-19,,Deutsche Lufthansa,,Marseille - Berlin,Arado V1,D-1594,47,3.0,0.0,2.0,2.0,0.0,2.0,0.0,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport.","Berlin, Germany",52.517036499999996,13.388859900000002,POINT (52.5170365 13.3888599),66.66666666666666,Germany,1929,0.0,Marseille,"43.296482,5.36978",France
1930-01-13,,Air Orient,,Antananarivo - Paris,Farman 190,F-AJJK,1,3.0,0.0,3.0,3.0,0.0,3.0,0.0,Crrashed moments after taking off from Port-Francqui.,"Antananarivo, Madagascar",-18.9100122,47.5255809,POINT (-18.9100122 47.5255809),100.0,Madagascar,1930,0.0,Antananarivo,"-18.8791902,47.5079055",Madagascar
1930-01-27,17:30,Central  Airlines (Universal Aviation Corporation),,"Wichita - Kansas City, KS",Travel Air A6000A,,963,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"While preparing to land, the plane side slipped and dived into the ground from a height of 500 ft. and caught fire. As quickly as the bodies were removed, a hastily mustered crew of pilots and mechanics from Universal Airlines  and Central Airlines, began removing all evidence of the accident, savagely fighting off reporters and photographers as they worked.","Kansas City, Missouri",39.100105,-94.5781416,POINT (39.100105 -94.5781416),100.0,United States,1930,0.0,Wichita,"37.68717609999999,-97.33005299999999",United States
1930-02-03,,Colonial Air Transport,,"Newark, NJ - Hartford, CT",Pitcairn PA-6 Mailwing,NC801H,41,1.0,0.0,1.0,1.0,0.0,1.0,0.0,While attempting to land the plane struck a building and fell into the Connecticut river.,"Hartford, Connecticut",41.764582,-72.6908547,POINT (41.764582 -72.6908547),100.0,United States,1930,0.0,"Newark, NJ","40.735657,-74.1723667",United States
1930-02-10,,Air Union,,Paris - Croydon,Farman F-63,F-FHMY,21/6844,6.0,3.0,3.0,2.0,2.0,0.0,0.0,"While attempting to land in snow, the plane rose up, stalled and crashed. Fatigue of the upper front strut of the right tail which failed in flight, causing the spar to fail as well.","Marden, England",50.9333039,-0.857604860716995,POINT (50.9333039 -0.857604860716995),33.33333333333333,United Kingdom,1930,0.0,Paris,"48.856614,2.3522219",France
1930-04-18,17:00,Canadian Colonial Airways,,"Albany, NY - Jersey City, NJ",Fairchild 71,NC9148,634,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Crashed into power lines 150 feet above the ground in fog.,"Jersey City, New Jersey",40.7281575,-74.0776417,POINT (40.7281575 -74.0776417),100.0,United States,1930,0.0,"Albany, NY","42.6525793,-73.7562317",United States
1930-06-05,,Colonial Air Transport,,Boston - Newark,Ford Tri-Motor 5,NC9675,5-AT-033,15.0,13.0,2.0,1.0,1.0,0.0,0.0,Crashed into Boston Harbor after losing the right  engine on takeoff.,"Boston, Massachusetts",42.3602534,-71.0582912,POINT (42.3602534 -71.0582912),6.666666666666668,United States,1930,0.0,Boston,"42.3600825,-71.0588801",United States
1930-07-07,,Deutsche Lufthansa,,Stettin - Norway,Dornier Wal,D-864,44,8.0,5.0,3.0,5.0,4.0,1.0,0.0,"The flying boat landed in a storm in the open ocean due to engine failure. After three hours, the plane was  capsized by a large wave while under tow.","Bornholm, Denmark",55.14320545,14.922572149451804,POINT (55.14320545 14.9225721494518),62.5,Denmark,1930,0.0,Stettin,"53.4285438,14.5528116",Poland
1930-07-10,,Cross Airways,,Port Aransas - Kansas City,Lockheed Vega 5,NC-394H,087,5.0,4.0,1.0,5.0,4.0,1.0,0.0,"The aircraft exploded in the air at an altitude of 4,000 feet shortly after taking off. The plane was flying in an area of fog and thunderstorms.","Arkansas Pass, Texas",29.603446,-95.96840999999999,POINT (29.603446 -95.96840999999999),100.0,United States,1930,0.0,Port Aransas,"27.8339158,-97.06109939999999",United States
1930-07-21,15:00,Walcot Air Line,,"London - Le touquet, France",Junkers F-13ge,G-AAZK,,6.0,4.0,2.0,6.0,4.0,2.0,0.0,The plane crashed about 10 miles from it's destination. Possible buffeting or irregular ocillation of the horizontal stabilizer leading to separation of the left stabilizer.,"Meopham, Kent, England",51.3864534,0.3566218,POINT (51.3864534 0.3566218),100.0,United Kingdom,1930,0.0,London,"51.5073509,-0.1277583",England
1930-08-22,15:45,Ceskoslovenske Aerolinie,,Prague - Bratislava,Ford 5-AT-C Tri Motor,OK-FOR,5-AT-050,11.0,10.0,1.0,10.0,9.0,1.0,0.0,Crashed when the pilot made a sharp turn to avoid a chimney and lost control of the aircraft.,"Iglau, Czechoslovakia",48.642216,9.467088,POINT (48.642216 9.467088),90.9090909090909,Germany,1930,0.0,Prague,"50.0755381,14.4378005",Czechia
1930-09-11,,Sabena,,Croydon - Brussels,Sabca F-VII,OO-AIN,,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The plane caught on file shortly after taking off from Croydon.,"Croydon, England",51.3713049,-0.101957,POINT (51.3713049 -0.101957),100.0,United Kingdom,1930,0.0,Croydon,"51.376165,-0.098234",United Kingdom
1930-09-25,,Western Canada Airways,,Calgary - Moosejaw,Boeing 40,CF-AIN,1165,3.0,2.0,1.0,3.0,2.0,1.0,0.0,The air mail plane crashed in fog  while attempting to land in fog.,"Edmonton, Alberta, Canada",53.535410999999996,-113.50799599999999,POINT (53.535411 -113.507996),100.0,Canada,1930,0.0,Calgary,"51.04473309999999,-114.0718831",Canada
1930-10-30,,Imperial Airways,,"Paris, France - London, England",Handley Page W-8,G-EBIX,W8-7,6.0,3.0,3.0,3.0,2.0,1.0,0.0,"Crashed into high ground in fog after losing an engine. The plane was named ""City of Washington.""","Neufchatel, France",43.577124299999994,1.0932788999999998,POINT (43.57712429999999 1.0932789),50.0,France,1930,0.0,"Paris, France","48.856614,2.3522219",France
1930-11-07,,Syndicato Condor,,Porto Alegre - Laguna - Rio de Janeiro,Junkers G-24,P-BAHA,921,9.0,8.0,1.0,1.0,1.0,0.0,0.0,Crashed into the sea.,"of Santos, Brazil",-23.960832999999997,-46.333889,POINT (-23.960833 -46.333889),11.111111111111107,Brazil,1930,0.0,Porto Alegre,"-30.0346471,-51.2176584",Brazil
1930-11-18,20:0,Pacific Air Transport,,"Burbank, CA - Oakland, CA",Boeing 40,NC5340,,3.0,0.0,3.0,3.0,0.0,3.0,,"Crashed into a mountainside at an altitude of 4,500  feet during a snowstorm.","Techachapi Mountains, California",39.818283,-79.78297099999997,POINT (39.818283 -79.78297099999997),100.0,United States,1930,0.0,"Burbank, CA","34.1808392,-118.3089661",United States
1931-01-22,,Varney Air Lines,,Portland - Pasco,Boeing 40,NC741K,1422,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane flew into Bluff Mountain in dense fog.,"Bluff Mountain, Washington",45.7422174,-122.19094750000001,POINT (45.7422174 -122.1909475),100.0,United States,1931,0.0,Portland,"45.5051064,-122.6750261",United States
1931-03-31,10:45,Trans Continental and Western Air,599,Kansas City - Wichita -  Los Angeles,Fokker F10A Trimotor,NC-999,1063,8.0,6.0,2.0,8.0,6.0,2.0,0.0,"Shortly after taking off from Kansas City, one of the aircraft's wing's separated in flight after penetrating a thunderstorm and experiencing strong turbulence and icing. The plane crashed into a wheat field. Wing-aileron flutter, brought about by moisture leaking into the wing's interior, weakening the glue that bonded the wooden spars. Notre Dame football coach, Knute Rockne, 43, killed.","Bazaar, Kansas",38.2719604,-96.5352854,POINT (38.2719604 -96.53528540000001),100.0,United States,1931,0.0,Kansas City,"39.0997265,-94.5785667",United States
1931-05-05,23:30,Pacific Air Transport,,San Diego - Los Angeles,Boeing 40,NC5390,1044,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The mail plane crashed into Las Tunas Canyon while attempting to land at  Burbank Airport in dense fog.,"Burbank, California",34.181648200000005,-118.3258554,POINT (34.18164820000001 -118.3258554),100.0,United States,1931,0.0,San Diego,"32.715738,-117.1610838",United States
1931-05-22,,Guiena Airways,,Lae - Bulolo,Junkers W-34,VH-UNR,2611,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Hit trees in fog and cashed into the jungle.,"Wampit, Australia",-19.85,-62.51667,POINT (-19.85 -62.51667),100.0,Bolivia,1931,0.0,Lae,"-6.7155252,146.999905",Papua New Guinea
1931-06-13,,Deutsche Lufthansa,,Cologne - Saarbrucken,Dornier Merkur,D-1455,177,4.0,2.0,2.0,4.0,2.0,2.0,0.0,"After circling in fog for half an hour, the plane rose to about 300 ft. and nose dived into the ground and burst into flames. Engine failure.","Saarbrucken, Germany",49.234362,6.996378999999999,POINT (49.234362 6.996378999999999),100.0,Germany,1931,0.0,Cologne,"50.937531,6.9602786",Germany
1931-07-12,,Braniff Airlines,,Chicago - Detroit,Lockheed Vega,NC8497,154,2.0,0.0,2.0,2.0,0.0,2.0,0.0,Engine quit while taking off. The plane crashed from a height of 700 feet. The pilot tried to return to the airport  by banking to the right but did not have sufficient altitude to recover.,"Chicago, Illinois",41.87556160000001,-87.6244212,POINT (41.87556160000001 -87.6244212),100.0,United States,1931,0.0,Chicago,"41.8781136,-87.6297982",United States
1931-07-24,,CIDNA,,Constantinople - Budapest,Fokker F-VII,F-ALGT,18,7.0,5.0,2.0,7.0,5.0,2.0,0.0,The aircraft caught fire in mid air and crashed.,"Kurudjevo, Bulgaria",44.11269,12.32595,POINT (44.11269 12.32595),100.0,Italy,1931,0.0,Constantinople,"50.6729533,3.1453126",Nord
1931-08-09,08:40,American Airways,,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,NC9662,5AT-029,6.0,4.0,2.0,6.0,4.0,2.0,0.0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,"Cincinnati, Ohio",39.1014537,-84.5124602,POINT (39.1014537 -84.51246020000001),100.0,United States,1931,0.0,Cincinnati,"39.1031182,-84.5120196",United States
1931-09-15,,CIDNA,,Paris - Bucharest,Fokker F-VIIb-3m,F-AIGT,,6.0,4.0,2.0,6.0,4.0,2.0,0.0,Crashed in low overcast and darkness while en route.,"Craiova, Oltenia, Romania",44.4491118,23.868824800000002,POINT (44.4491118 23.8688248),100.0,Romania,1931,0.0,Paris,"48.856614,2.3522219",France
1931-09-16,04:00,Pacific Air Transport,,"Oakland, CA - Seattle, WA",Boeing 40,NC10347,1428,4.0,3.0,1.0,4.0,3.0,1.0,0.0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.,"Oakland, California",37.80445570000001,-122.27135630000001,POINT (37.80445570000001 -122.2713563),100.0,United States,1931,0.0,"Oakland, CA","37.8043514,-122.2711639",United States
1931-11-05,06:48,"NY, Phil., Washington AW",,"Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,NC12221,178,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.,"Camden, New Jersey",39.9448402,-75.11989109999998,POINT (39.9448402 -75.11989109999998),100.0,United States,1931,0.0,"Newark, NJ ","40.735657,-74.1723667",United States
1931-11-13,,Union Airways,,Durban - Cape Town,De Havilland DH.80,ZS-ACD,2110,3.0,2.0,1.0,3.0,2.0,1.0,0.0,"Flew into a thunderstorm over mountains, lost a wing and crashed.","Sir Lowry's pass, South Africa",-34.1176801,18.910297,POINT (-34.1176801 18.910297),100.0,South Africa,1931,0.0,Durban,"-29.85868039999999,31.0218404",South Africa
1931-11-26,22:30,Varney Air Lines,,"Portland,  WA - Pasco, WA",Boeing 40,NC10338,1419,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed in fog while attempting to land.,"Pasco, Washington",46.2306739,-119.09210060000001,POINT (46.2306739 -119.0921006),100.0,United States,1931,0.0,"Portland,  WA","45.5051064,-122.6750261",United States
1931-12-05,,Braniff Airways,,Kansas City - Chicago,Lockheed Vega 5,NC433E,049,6.0,5.0,1.0,2.0,2.0,0.0,0.0,Crashed attempting to land at an alternate airfield in a sleet storm. The plane struck the roof of a barn adjacent to the airfield and was destroyed. Icing.,"Kewanee, Illinois",41.2455927,-89.9248303,POINT (41.2455927 -89.9248303),33.33333333333333,United States,1931,0.0,Kansas City,"39.0997265,-94.5785667",United States
1931-12-09,,Aeropostale,,Marseille - Algiers,CAMS 56,F-AIOX,3,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The crew crashed into the sea after a hydraulic failure and fire.,Algiers,36.775360600000006,3.0601882000000002,POINT (36.77536060000001 3.0601882),100.0,Algeria,1931,0.0,Marseille,"43.296482,5.36978",France
1931-12-31,,American Airways,,"Port Colombus, OH - Louisville, KY",Fairchild Pilgrim 100A,,,5.0,4.0,1.0,4.0,4.0,0.0,0.0,"Under orders from his supervisor, the pilot took off in extremely poor weather conditions. After encountering fog he attempted to turn back to the airport but a wing tip struck a knoll and the plane crashed.","Springfield, Ohio",39.9242266,-83.80881720000002,POINT (39.9242266 -83.80881720000002),80.0,United States,1931,0.0,"Port Colombus, OH","39.9999399,-82.8871767",Franklin County
1932-01-21,,Northwest Airways,,"Rockford - Chicago, IL - Madison, WI",Stinson SM-2A,NC443H,1088,1.0,0.0,1.0,1.0,0.0,1.0,0.0,"The pilot lost his directions in heavy fog. He decided to bail out and abandoned the aircraft. While doing so, he hit the horizontal stabilizer and was killed. The aircraft then crashed into a residential area,","Colvin Park, Ilinois",42.1380804,-88.7834283,POINT (42.1380804 -88.7834283),100.0,United States,1932,0.0,Rockford,"42.2711311,-89.0939952",Illinois
1932-01-29,16:00,Century Pacific Lines,,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,NC10813,5034,8.0,7.0,1.0,8.0,7.0,1.0,0.0,"Crashed into a canyon, in mountains, during a blizzard. Wreckage found a week later.","Lebec, California",34.841643499999996,-118.8648189,POINT (34.8416435 -118.8648189),100.0,United States,1932,0.0,San Francisco,"37.7749295,-122.4194155",United States
1932-02-01,,Bimini Airways,,Miami - Bimini,Fairchild,,,5.0,4.0,1.0,5.0,4.0,1.0,0.0,Disappeared while en route on a 45 minute flight.,"Miami, Florida",25.7742658,-80.1936589,POINT (25.7742658 -80.1936589),100.0,United States,1932,0.0,Miami,"25.7616798,-80.1917902",United States
1932-02-02,,Transamerican Airlines,,Chicago - Kalamazoo,Stearman C-3MB,NC6411,161,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane crashed in a snowstorm.,"Marcellus, Michigan",42.0258779,-85.81555759999998,POINT (42.0258779 -85.81555759999998),100.0,United States,1932,0.0,Chicago,"41.8781136,-87.6297982",United States
1932-03-19,19:30,American Airways,,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,NC652E,1027,7.0,5.0,2.0,7.0,5.0,2.0,0.0,The crew reduced altitude in foggy conditions to maintain visual contact with the ground. Crashed into an apple orchard after striking power lines. One survivor died the next day.,"Calimesa, California",34.003904399999996,-117.0619774,POINT (34.0039044 -117.0619774),100.0,United States,1932,0.0,"Phoenix, AZ","33.4483771,-112.0740373",United States
1932-03-21,,Trans Continental and Western Air,,Columbus - McKeesport,Northrop Alpha 3,NC966Y,9,1.0,0.0,1.0,1.0,0.0,1.0,0.0,The mail plane pilot drowned when his parachute tangled in the fuselage and he was dragged into the Ohio River after his plane crashed.,"Steubenville, Ohio",40.3697905,-80.63396379999998,POINT (40.3697905 -80.63396379999998),100.0,United States,1932,0.0,Columbus,"39.9611755,-82.99879419999999",United States
1932-05-16,,Pacific Air Transport,,San Diego - Burbank - Oakland,Boeing 40,NC5589,1042,3.0,2.0,1.0,3.0,2.0,1.0,0.0,Crashed and burned  in fog while attempting to land at Burbank Airport.,"Burbank, California",34.181648200000005,-118.3258554,POINT (34.18164820000001 -118.3258554),100.0,United States,1932,0.0,San Diego,"32.715738,-117.1610838",United States
1932-07-16,08:00,Panagra,,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,NC403H,5-AT-062,9.0,6.0,3.0,9.0,6.0,3.0,0.0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasn’t found until March 22, 1934.","Mount El Plomo, near Vitacura, Chile",-33.514723,-70.560569,POINT (-33.514723 -70.560569),100.0,Chile,1932,0.0,"Santiago, Chile","-33.4488897,-70.6692655",Chile
1932-08-12,,Air Orient,, Marseille - Naples - Beyrouth - Saigon,CAMS 53,F-AIQY,07,7.0,3.0,4.0,0.0,0.0,0.0,0.0,Crrashed and sunk while landing in Beyrough harbor.,"Beyrouth, Lebanon",33.8959203,35.478429999999996,POINT (33.8959203 35.47843),100.0,Lebanon,1932,0.0, Marseille,"43.296482,5.36978",France
1932-08-31,00:10,A B Aerotransport,,Amsterdam - Hanover - Copenagen - Malmö,Junkers G-23,SE-AAE,836,2.0,0.0,2.0,2.0,0.0,2.0,0.0,The crew radioed they had problems with engine 3. The crew lowered their altitude and attempted an emergency landing. In low visibility and at night they hit a chimney and crashed.,"Tubergen, Germany",31.4399,-95.35078,POINT (31.4399 -95.35078),100.0,United States,1932,0.0,Amsterdam,"52.3675734,4.9041389",Netherlands
1932-09-08,09:00,American Airways,,El Paso - Dallas,Fokker F-10,NC9716,1009,4.0,2.0,2.0,3.0,1.0,2.0,0.0,The mail plane struck a mountain and burned after encountering poor weather conditions.,"Salt Flats, Texas",32.6336265,-97.07807059999999,POINT (32.6336265 -97.07807059999999),75.0,United States,1932,0.0,El Paso,"31.7618778,-106.4850217",United States
1932-10-12,,Aeropostale,,Dakar - Port Etienne - Algiers - Paris,Latecoere 28,F-AJIP,905,1.0,0.0,1.0,1.0,0.0,1.0,0.0,Crashed shortly afer taking off.,"Port Etienne, Mauritania",20.913130399999996,-17.0501015,POINT (20.9131304 -17.0501015),100.0,Mauritania,1932,0.0,Dakar,"14.716677,-17.4676861",Senegal
